"Ntsb_No","Event_Type","Mkey","Event_Date","City","State","Country","Report_No","N","Has_Safety_Rec","Report_Type","Original_Publish_Date","Highest_Injury_Level","Fatal_Injury_Count","Serious_Injury_Count","Minor_Injury_Count","Probable_Cause","Event_ID","Latitude","Longitude","Make","Model","AirCraft_Category","Airport_ID","Airport_Name","Amateur_Built","Number_Of_Engines","Scheduled","Purpose_Of_Flight","FAR","AirCraft_Damage","Weather_Condition","Operator","Report_Status","Rep_Gen_Flag","Docket_Url","Docket_Publish_Date","event_year","operator_type","sms_keywords"
"DCA16CA041","ACC","92535",2016-01-03,"Raleigh","North Carolina","United States",NA,"N643RW","FALSE","DirectorBrief","2016-08-24T04:00:00Z","Serious","0","1","0","an encounter with turbulence resulting in a serious injury to a flight attendant.",NA,"35.88","-78.79","EMBRAER","ERJ 170 100 SE","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","SHUTTLE AMERICA CORP","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92535","2016-08-25 12:19:00",2016,"Other","Other"
"DCA16CA052","ACC","92587",2015-12-26,"San Diego","California","United States",NA,"N7733B","FALSE","DirectorBrief","2018-09-05T04:00:00Z","Serious","0","1","0","An inadvertent encounter with clear air turbulence.",NA,"32.87","-116.55","BOEING","737 76N","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","SOUTHWEST AIRLINES CO","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92587","2018-08-13 13:39:00",2015,"Commercial","Other"
"DCA16CA053","ACC","92588",2015-12-23,"Charlotte","North Carolina","United States",NA,"N475WN","FALSE","DirectorBrief","2018-09-05T04:00:00Z","Serious","0","1","0","An inadvertent encounter with clear air turbulence.",NA,"35.29","-80.82","BOEING","737 7H4","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","IMC","SOUTHWEST AIRLINES CO","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92588","2018-08-13 17:40:00",2015,"Commercial","Other"
"DCA16CA026","ACC","92381",2015-11-29,"St Louis","Missouri","United States",NA,"N467WN","FALSE","DirectorBrief","2016-04-20T04:00:00Z","Serious","0","1","0","an inadvertent encounter with clear air turbulence.",NA,"38.63","-90.24","BOEING","737 7H4","AIR","KSTL","Lambert","FALSE","2","SCHD",NA,"121","None","IMC","SOUTHWEST AIRLINES CO","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92381","2021-07-21 04:00:00",2015,"Commercial","Other"
"DCA16CA023","ACC","92360",2015-11-23,"Philadelphia","Pennsylvania","United States",NA,"N725UW","FALSE","DirectorBrief","2016-04-20T04:00:00Z","Serious","0","1","1","an inadvertent encounter with clear air turbulence.",NA,"39.88","-75.25","AIRBUS INDUSTRIE","A319 112","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","AMERICAN AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92360","2016-04-21 13:54:00",2015,"Commercial","Other"
"DCA16CA021","ACC","92303",2015-11-07,"Beaumont","Texas","United States",NA,"N27958","FALSE","DirectorBrief","2016-08-24T04:00:00Z","Serious","0","1","0","An inadvertent encounter with convective turbulence resulting in serious injury to a flight attendant.",NA,"29.76","-95.37","BOEING","787","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","IMC","UNITED AIR LINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92303","2016-08-29 11:43:00",2015,"Other","Other"
"DCA16FA013","ACC","92257",2015-10-29,"Fort Lauderdale","Florida","United States",NA,"N251MY","FALSE","DirectorBrief","2020-06-08T04:00:00Z","Serious","0","1","21","the separation of the flexible fuel line coupling and subsequent fuel leak due to the failure of maintenance personnel to install the required safety lockwire. Contributing to the severity of the accident was the initiation of the evacuation before the right engine was shut down which led to the passenger's injury.",NA,"26.07","-80.15","BOEING","767","AIR","FLL","FORT LAUDERDALE/HOLLYWOOD INTL","FALSE",NA,"SCHD",NA,"121","Substantial","VMC","Dynamic International","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92257","2017-12-18 16:35:00",2015,"Other","Technical"
"DCA16CA010","ACC","92227",2015-10-24,"Plevna","Kansas","United States",NA,"N69838","FALSE","DirectorBrief","2016-08-24T04:00:00Z","Serious","0","1","1","An inadvertent encounter with clear air turbulence resulting in a serious injury to a flight attendant.",NA,"38.01","-98.39","BOEING","737-924ER","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","UNITED AIR LINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92227","2016-08-25 12:11:00",2015,"Other","Other"
"DCA16CA009","ACC","92219",2015-10-21,"Dallas","Texas","United States",NA,"N183AN","FALSE","DirectorBrief","2016-04-08T04:00:00Z","Serious","0","1","0","the disabled passenger not being properly secured during the transfer from the aisle chair causing him to slide to floor and receive a serious injury.",NA,"32.9","-97.04","BOEING","757 223","AIR","DFW","Dallas / Ft Worth","FALSE","2","SCHD",NA,"121","None","Unknown","AMERICAN AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92219","2016-04-08 17:09:00",2015,"Commercial","Other"
"DCA16CA008","ACC","92218",2015-10-09,"Pound Ridge","New York","United States",NA,"N383SW","FALSE","DirectorBrief","2016-04-08T04:00:00Z","Serious","0","1","0","hot water spilled from a cup onto the flight attendant's arm resulting in a 2nd degree burn.",NA,"41.24","-73.58","BOEING","737 3H4","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","Unknown","SOUTHWEST AIRLINES CO","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=92218","2016-04-08 17:08:00",2015,"Commercial","Other"
"DCA15FA185","ACC","91943",2015-09-08,"Las Vegas","Nevada","United States",NA,"G-VIIO","FALSE","DirectorBrief","2018-06-19T04:00:00Z","Serious","0","1","19","The failure of the left engine high-pressure compressor (HPC) stage 8-10 spool, which caused the main fuel supply line to become detached from the engine main fuel pump and release fuel, resulting in a fire on the left side of the airplane. The HPC stage 8-10 spool failed due to a sustained-peak low-cycle fatigue crack that initiated in the web of the stage 8 disk; the cause of the crack initiation could not be identified by physical inspection and stress and lifing analysis. Contributing to this accident was the lack of inspection procedures for the stage 8 disk web.",NA,"36.08","-115.15","BOEING COMPANY","BOEING 777-236","AIR","KLAS","Las Vegas, McCarran Internatio","FALSE","2","SCHD",NA,"129","Substantial","VMC","BRITISH AIRWAYS PLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91943","2017-04-11 13:00:00",2015,"Other","Human Factors"
"DCA15CA176","ACC","91844",2015-08-23,"Oakland","California","United States",NA,"N232WN","FALSE","DirectorBrief","2016-04-08T04:00:00Z","Serious","0","1","0","inadvertent jet blast, resulting in debris striking ground operations personnel.",NA,"37.72","-122.22","BOEING","737 7H4","AIR","KOAK","Metro Oakland Airport","FALSE","2","SCHD",NA,"121","None","VMC","Southwest Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91844","2016-04-08 19:46:00",2015,"Commercial","Other"
"WPR15LA239","ACC","91770",2015-08-07,"South Lake Tahoe","California","United States",NA,"N204NN","FALSE","DirectorBrief","2016-03-14T04:00:00Z","Serious","0","1","0","The airplane's encounter with moderate turbulence during descent, which resulted in a serious injury to a flight attendant who was not securely seated. Contributing to the accident was the flight attendant's decision to continue to secure items before the flight crew made an announcement that it was safe to continue with the service activities.",NA,"38.89","-120","EMBRAER","E175","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","Compass Airlines LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91770","2016-01-29 15:43:00",2015,"Commercial","Other"
"DCA15CA145","ACC","91477",2015-06-30,"Salt Lake City","Utah","United States",NA,"N396DA","FALSE","DirectorBrief","2016-04-08T04:00:00Z","Serious","0","1","0","inadvertent contact by beverage cart during cabin service.",NA,"40.75","-111.9","BOEING","737 832","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","Unknown","DELTA AIR LINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91477","2021-07-21 04:00:00",2015,"Other","Other"
"DCA15CA152","ACC","91577",2015-06-29,"Boston","Massachusetts","United States",NA,"N335NW","FALSE","DirectorBrief","2016-04-08T04:00:00Z","Serious","0","1","0","an inadvertent fall by the passenger while exiting the lavatory when the seat belt light was illuminated.",NA,"42.36","-71.06","AIRBUS INDUSTRIE","A320 212","AIR","BOS","Boston","FALSE","2","SCHD",NA,"121","None","Unknown","Delta Air Lines, Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91577","2016-04-08 19:34:00",2015,"Other","Other"
"DCA15CA131","ACC","91347",2015-06-10,"McCook","Nebraska","United States",NA,"N246LR","FALSE","DirectorBrief","2016-04-08T04:00:00Z","Serious","0","1","4","inadvertent encounter with turbulence while deviating around an area of known convective activity.",NA,"40.19","-100.62","BOMBARDIER INC","CL600 2D24","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","Unknown","MESA AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91347","2016-04-08 16:42:00",2015,"Commercial","Other"
"DCA15CA129","ACC","91327",2015-06-08,"St Petersburg","Florida","United States",NA,"N869GA","FALSE","DirectorBrief","2016-04-08T04:00:00Z","Serious","0","1","7","evacuation of the aircraft due to reported, but unverified, aircraft condition and poor communication between Aircraft Rescue and Firefighting personnel and the flight crew.",NA,"27.91","-82.69","MCDONNELL DOUGLAS","DC 9 83(MD-83)","AIR","PIE","St Pete-Clearwater","FALSE","2","SCHD",NA,"121","None","VMC","ALLEGIANT AIR LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91327","2016-04-08 16:38:00",2015,"Other","Human Factors"
"DCA15CA136","ACC","91392",2015-05-27,"Windsor Locks","Connecticut","United States",NA,"G-VIIY","FALSE","DirectorBrief","2016-04-08T04:00:00Z","Serious","0","1","1","an inadvertent encounter with convective turbulence resulting in serious injury to a flight attendant.",NA,"41.93","-72.73","BOEING","777 - 236","AIR",NA,NA,"FALSE","2","SCHD",NA,"129","None","VMC","BRITISH AIRWAYS","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91392","2016-04-08 16:47:00",2015,"Other","Other"
"DCA15CA125","ACC","91225",2015-05-23,"Atlanta","Georgia","United States",NA,"N334NW","FALSE","DirectorBrief","2015-09-01T04:00:00Z","Serious","0","1","0","the flight attendant's failure to secure her lap belt and shoulder harness prior to the takeoff that resulted in her being thrown from her jumpseat shortly after takeoff.",NA,"33.64","-84.43","AIRBUS INDUSTRIE","A320 212","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","DELTA AIR LINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=91225","2015-09-03 10:58:00",2015,"Other","Technical"
"ERA15LA140","ACC","90800",2015-03-01,"Marco Island","Florida","United States",NA,"N600NP","FALSE","DirectorBrief","2017-11-28T05:00:00Z","Serious","0","1","1","The failure of a spring inside the No. 2 brake’s upper brake control valve and the fracture of the coupling subassembly of the No. 1 wheel speed sensor during landing, which resulted in the loss of braking action, and the pilot-in-command’s (PIC) deactivation of the antiskid system even though there were no antiskid failure annunciations, which resulted in the rupture of the Nos. 1, 3, and 4 tires, further loss of braking action, and subsequent landing overrun. Contributing to accident were the PIC’s improper landing flare, which resulted in landing several hundred feet beyond the aiming point marking, and his unsuccessful attempts to deploy the thrust reversers for reasons that could not be determined because postaccident operational testing did not reveal any anomalies that would have precluded normal operation.Contributing to the passenger’s injury was his leaving his seat intentionally while the airplane was in motion.",NA,"25.99","-81.67","Bombardier Canadair","CL600-2A12","AIR","MKY","Marco Island Airport","FALSE","2",NA,"EXEC","91","Substantial","VMC","SIX HUNDRED NP LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90800","2017-10-30 18:16:00",2015,"Other","Technical"
"DCA15FA073","ACC","90773",2015-02-24,"St. Louis","Missouri","United States",NA,"N584FE","FALSE","DirectorBrief","2017-05-26T04:00:00Z","Serious","0","1","0","a partial inflation of the 1L escape slide/raft due to undetermined reasons resulting in insufficient capability to support the weight of the crewmember.",NA,"38","-90","MCDONNELL DOUGLAS","MD 11F","AIR","KSTL","Lambert-St Louis International","FALSE","3","NSCH",NA,"121","None","VMC","FEDERAL EXPRESS CORP","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90773","2017-02-17 18:41:00",2015,"Commercial","Other"
"DCA15CA050","ACC","90607",2014-12-11,"San Jose","California","United States",NA,"N481WN","FALSE","DirectorBrief","2015-11-19T05:00:00Z","Serious","0","1","0","an inadvertent encounter with convective turbulence during descent.",NA,"37.36","-121.93","BOEING","737 7H4","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","IMC","Southwest Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90607","2015-11-19 17:15:00",2014,"Commercial","Other"
"DCA15CA035","ACC","90493",2014-11-24,"Valdosta","Georgia","United States",NA,"N16217","FALSE","DirectorBrief","2015-09-01T04:00:00Z","Serious","0","1","12","an inadvertent encounter with clear air turbulence while the flight attendants were returning to their seats.",NA,"30.78","-83.28","BOEING","737 824","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","IMC","UNITED AIR LINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=90493","2015-09-14 16:04:00",2014,"Other","Other"
"DCA14CA155","ACC","89973",2014-08-27,"Columbus","Ohio","United States",NA,"N204JQ","FALSE","DirectorBrief","2015-09-01T04:00:00Z","Serious","0","1","0","the capabilities of the beverage cart were exceeded which resulted in the cart toppling over and fracturing the flight attendant's foot.",NA,"40.01","-82.92","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170 200 LR","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","SHUTTLE AMERICA CORP","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=89973","2015-09-02 13:33:00",2014,"Other","Other"
"CEN14CA455","ACC","89956",2014-08-22,"Hemphill","Texas","United States",NA,"N421YX","FALSE","DirectorBrief","2014-12-05T05:00:00Z","Serious","0","1","1","The airplane's inadvertent encounter with wake turbulence during cruise flight, which resulted in a serious injury to a flight attendant.",NA,"31.23","-93.63","EMBRAER S A","ERJ170-200LR","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","REPUBLIC AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=89956","2014-11-28 19:11:00",2014,"Commercial","Other"
"DCA14CA083","ACC","88944",2014-03-17,"Seattle","Pacific Ocean","United States",NA,"N803NW","FALSE","DirectorBrief","2015-09-01T04:00:00Z","Serious","0","1","0","the flight attendant inadvertently tripping over a passenger's foot that was protruding into the aisle, which resulted in the flight attendant fracturing her foot.",NA,"37.63","-130.07","AIRBUS","A330 323","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","Delta Air Lines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=88944","2015-09-02 12:41:00",2014,"Other","Other"
"DCA14CA090","ACC","89175",2014-03-05,"San Diego","California","United States",NA,"N809DN","FALSE","DirectorBrief","2015-11-19T05:00:00Z","Serious","0","1","0","the flight attendant's inadvertent trip and fall over a passenger bag that was in the aisle.",NA,"32.74","-117.19","BOEING","737 - 932ER","AIR","SAN","San Diego International","FALSE","2","SCHD",NA,"121","None","VMC","Delta Air Lines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=89175","2015-11-19 16:58:00",2014,"Other","Other"
"DCA14LA060","ACC","88794",2014-02-17,"Kaycee","Wyoming","United States",NA,"N23708","FALSE","DirectorBrief","2020-04-22T04:00:00Z","Serious","0","2","10","an encounter with severe mountain wave turbulence during cruise flight.",NA,"43.72","-106.96","BOEING","737","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","Unknown","Continental Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=88794","2020-05-12 15:58:00",2014,"Commercial","Other"
"ERA14LA111","ACC","88753",2014-02-03,"Ft. Lauderdale","Florida","United States",NA,"N979RF","FALSE","DirectorBrief","2014-09-24T04:00:00Z","Serious","0","1","0","The pilot’s failure to ensure that the ground power unit was disconnected from the airplane via hand signals from the lineman providing ground services before taxiing, which resulted in an injury to the lineman.",NA,"26.08","-80.14","GATES LEARJET CORP.","35A","AIR","KFLL","Fort Lauderdale International","FALSE","1","NSCH",NA,"135","None","VMC","JEDAMI AIR LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=88753","2014-05-08 14:51:00",2014,"Other","Technical"
"DCA14CA035","ACC","88662",2014-01-09,"Nashville","Tennessee","United States",NA,"N966WN","FALSE","DirectorBrief","2015-09-01T04:00:00Z","Serious","0","1","0","A buildup of pressure in the coffee filter package resulting in the release of hot coffee and grounds when the potlocking lever was raised, which resulted in 2nd degree burns.",NA,"36.13","-86.68","BOEING","737 7H4","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","SOUTHWEST AIRLINES CO","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=88662","2015-09-02 11:10:00",2014,"Commercial","Other"
"DCA14CA014","ACC","88458",2013-10-18,"Houston","Texas","United States",NA,"N665UA","FALSE","DirectorBrief","2015-09-01T04:00:00Z","Serious","0","1","0","The airplane's inadvertent encounter with clear air turbulence during cruise flight, which resulted in a serious injury to a flight attendant.",NA,"29.76","-95.38","BOEING","767 322","AIR",NA,NA,"FALSE","2","SCHD",NA,"121","None","VMC","United Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=88458","2015-09-02 11:13:00",2013,"Commercial","Other"
"DCA13CA090","ACC","86905",2013-05-11,"Flushing","New York","United States",NA,"N208JQ","FALSE","DirectorBrief","2015-09-01T04:00:00Z","Serious","0","1","0","The flight attendant's decision to move two galley carts simultaneously that resulted in the second cart tipping over onto her foot.",NA,"40.78","-73.87","EMBRAER-EMPRESA BRASILEIRA DE","ERJ 170-200 LR","AIR","KLGA","LaGuardia Airport","FALSE","2","SCHD",NA,"121","None","VMC","SHUTTLE AMERICA CORP","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=86905","2015-09-01 18:35:00",2013,"Other","Other"
